,artist_song,song_x,artist_x,genre,lyric,like,year_x,artist_y,song_y,key,camelot,bpm,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,year_y
0,TWICE (트와이스) CHEER UP,CHEER UP,TWICE (트와이스),댄스,"매일 울리는 벨벨벨 이젠 나를 배려 해줘 배터리 낭비하긴 싫어 자꾸만 봐 자꾸 자꾸만 와 전화가 펑 터질 것만 같아  몰라 몰라 숨도 못 쉰대 나 때문에 힘들어 쿵 심장이 떨어진대 왜 걔 말은 나 너무 예쁘대 자랑 하는건 아니구  아 아까는 못 받아서 미안해 친구를 만나느라 shy shy shy 만나긴 좀 그렇구 미안해 좀 있다 연락할게 later 조르지마 얼마 가지 않아 부르게 해줄게 Baby 아직은 좀 일러 내 맘 같긴 일러 하지만 더 보여줄래  CHEER UP BABY CHEER UP BABY 좀 더 힘을 내 여자가 쉽게 맘을 주면 안돼 그래야 니가 날 더 좋아하게 될걸 태연하게 연기할래 아무렇지 않게 내가 널 좋아하는 맘 모르게 just get it together and then baby CHEER UP  안절부절 목소리가 여기까지 들려 땀에 젖은 전화기가 여기서도 보여 바로 바로 대답하는 것도 매력 없어 메시지만 읽고 확인 안 하는 건 기본  어어어 너무 심했나 boy 이러다가 지칠까 봐 걱정되긴 하고 어어어 안 그러면 내가 더 빠질 것만 같어 빠질 것만 같어  아 답장을 못해줘서 미안해 친구를 만나느라 shy shy shy 만나긴 좀 그렇구 미안해 좀 있다 연락할게 later 조르지마 어디 가지 않아 되어줄게 너의 Baby 너무 빨린 싫어 성의를 더 보여 내가 널 기다려줄게  CHEER UP BABY CHEER UP BABY 좀 더 힘을 내 여자가 쉽게 맘을 주면 안돼 그래야 니가 날 더 좋아하게 될걸 태연하게 연기할래 아무렇지 않게 내가 널 좋아하는 맘 모르게 just get it together and then baby CHEER UP  나도 니가 좋아 상처 입을까 봐 걱정되지만 여자니까 이해해주길  속 마음 들킬 까봐 겁이나 지금처럼 조금만 더 다가와 그리 오래 걸리진 않아  just get it together and then baby CHEER UP Be a man, a real man , gotta see u love me like a real man Be a man, a real man , gotta see u love me like a real man  CHEER UP BABY CHEER UP BABY 좀 더 힘을 내 여자가 쉽게 맘을 주면 안돼 그래야 니가 날 더 좋아하게 될걸 태연하게 연기할래 아무렇지 않게 내가 널 좋아하는 맘 모르게 just get it together and then baby CHEER UP","172,688",2016,TWICE,CHEER UP,F# Major,2B,173.0,3:29,70.0,89.0,55.0,51.0,14.0,0.0,11.0,12.0,-1 dB,2016
1,여자친구 (GFRIEND) 시간을 달려서 (Rough),시간을 달려서 (Rough),여자친구 (GFRIEND),댄스,다가서지 못하고 헤매이고 있어 좋아하지만 다른 곳을 보고 있어 가까워 지려고 하면 할수록 멀어져 가는 우리 둘의 마음처럼 만나지 못해 맴돌고 있어 우린 마치 평행선처럼 말도 안돼 우린 반드시 만날 거야 기다릴게 언제까지나 미처 말하지 못했어 다만 너를 좋아했어 어린 날의 꿈처럼 마치 기적처럼 시간을 달려서 어른이 될 수만 있다면 거친 세상 속에서 손을 잡아줄게 다가서려 해봐도 엇갈리고 있어 좋아한단 말도 아직 못하고 있어 머뭇거리는 널 보고 있으면 우린 아직도 많이 어리긴 한가 봐 좁혀지지 않아 한 끗 차이 우린 마치 평행선처럼 언젠가는 못다한 말을 전할 거야 다가갈게 언제까지나 미처 말하지 못했어 다만 너를 좋아했어 어린 날의 꿈처럼 마치 기적처럼 시간을 달려서 어른이 될 수만 있다면 거친 세상 속에서 손을 잡아줄게 시간 속에 갇혀 길을 헤매여도 그렇지만 우린 결국 만날 거야 진심인 것만 알아줘 정말 서툴기만 한대도 미처 말하지 못했어 다만 너를 좋아했어 어린 날의 꿈처럼 마치 기적처럼 시간을 달려서 어른이 될 수만 있다면 거친 세상 속에서 너를 안아줄게 이거 하나만 약속해 변치 않기를 바랄게 그때도 지금처럼 날 향해 웃어줘 시간이 흘러서 어른이 될 수만 있다면 엇갈림 그 속에서 손을 잡아줄게,"104,015",2016,ZZang KARAOKE,Rough (시간을 달려서) (By GFRIEND(여자친구)) (Instrumental Karaoke Version),F Minor,4A,112.0,3:32,0.0,72.0,65.0,73.0,1.0,87.0,15.0,2.0,-7 dB,2016
2,엠씨더맥스 (M.C the MAX) 어디에도,어디에도,엠씨더맥스 (M.C the MAX),발라드,차가워진 눈빛을 바라보며 이별의 말을 전해 들어요 아무 의미 없던 노래 가사가 아프게 귓가에 맴돌아요 다시 겨울이 시작되듯이 흩어지는 눈 사이로 그대 내 맘에 쌓여만 가네 떠나지 말라는 그런 말도 하지 못하고 고개를 떨구던 뒷모습만 그대 내게 오지 말아요 두 번 다시 이런 사랑 하지 마요 그댈 추억하기보단 기다리는 게 부서진 내 맘이 더 아파와 다시 누군가를 만나서 결국 우리 사랑 지워내도 행복했던 것만 기억에 남아 나를 천천히 잊어 주기를 아무것도 마음대로 안 돼요 아픔은 그저 나를 따라와 밤새도록 커져 버린 그리움 언제쯤 익숙해져 가나요 많은 날들이 떠오르네요 우리가 나눴던 날들 애써 감추고 돌아서네요 떠나지 말라는 그런 말도 하지 못하고 고개를 떨구던 뒷모습만 그대 내게 오지 말아요 두 번 다시 이런 사랑 하지 마요 그댈 추억하기보단 기다리는 게 부서진 내 맘이 더 아파와 다시 누군가를 만나서 결국 우리 사랑 지워내도 행복했던 것만 기억에 남아 나를 천천히 잊어 주기를 부를 수도 없이 멀어진 그대가 지나치는 바람에도 목이 메어와 어디에도 그대가 살아서 우린 사랑하면 안 돼요 다가갈수록 미워지니까 행복했던 것만 기억에 남아 나를 천천히 잊어 가기를 사랑했던,"102,855",2016,M.C the Max,No matter where,F# Major,2B,132.0,5:31,51.0,45.0,45.0,33.0,57.0,0.0,11.0,3.0,-6 dB,2016
3,어반자카파 널 사랑하지 않아,널 사랑하지 않아,어반자카파,발라드,무슨 말을 할까 어디서부터 어떻게 고개만 떨구는 나 그런 날 바라보는 너 그 어색한 침묵 널 사랑하지 않아 너도 알고 있겠지만 눈물 흘리는 너의 모습에도 내 마음 아프지가 않아 널 사랑하지 않아 다른 이유는 없어 미안하다는 말도 용서해 달란 말도 하고 싶지 않아 그냥 그게 전부야 이게 내 진심인 거야 널 사랑하지 않아 널 사랑하지 않아 널 사랑하지 않아 너도 알고 있겠지만 눈물 흘리는 너의 모습에도 내 마음 아프지가 않아 널 사랑하지 않아 다른 이유는 없어 미안하다는 말도 용서해 달란 말도 하고 싶지 않아 그냥 그게 전부야 이게 내 진심인 거야 널 사랑하지 않아 널 사랑하지 않아 널 사랑하지 않아 다른 이유는 없어 미안하다는 말도 용서해 달란 말도 하고 싶지 않아 그냥 그게 전부야 이게 내 진심인 거야 널 사랑하지 않아 널 사랑하지 않아,"84,877",2016,Urban Zakapa,I Don't Love You,E Major,12B,147.0,4:15,54.0,35.0,35.0,27.0,81.0,0.0,10.0,3.0,-6 dB,2016
4,다비치 이 사랑,이 사랑,다비치,"발라드, 국내드라마",시간을 되돌리면 기억도 지워질까 해볼 수도 없는 말들을 내뱉는 걸 알아 널 힘들게 했고 눈물로 살게 했던 미안한 마음에 그런 거야 하지만 난 말야 너의 밖에선 살 수 없어 내겐 너 하나로 물든 시간만이 흘러갈 뿐이야 사랑해요 고마워요 따뜻하게 나를 안아줘 이 사랑 땜에 나는 살 수 있어 사랑은 그런가봐 무슨 말을 해봐도 채워지지 않은 것 같은 마음이 드나봐 내 욕심이라고 다시 생각을 해봐도 그 마음 쉽게 사라지지 않아 알잖아 난 말야 너의 밖에선 살 수 없어 내겐 너 하나로 물든 시간만이 흘러갈 뿐이야 사랑해요 고마워요 따뜻하게 나를 안아줘 이 사랑 땜에 나는 살 수 있어 돌아가도 다시 견딜 수 있을까 너무 힘들던 시간들 흔들리지 않은 너를 볼 때면 떨리는 내 입술이 두루루 두루루 알잖아 난 말야 너의 밖에선 살 수 없어 내겐 너 하나로 물든 시간만이 흘러갈 뿐이야 사랑해요 고마워요 따뜻하게 나를 안아줘 이 사랑 땜에 나는 살 수 있어 사랑 땜에 나는 살 수 있어,"112,604",2016,DAVICHI,This Love,A Major,11B,139.0,3:45,68.0,45.0,41.0,21.0,74.0,0.0,19.0,3.0,-4 dB,2016
5,한동근 이 소설의 끝을 다시 써보려 해,이 소설의 끝을 다시 써보려 해,한동근,발라드,시계가 반대로 돌아가고 있어 TV속 영화가 되감아지고 있어 내렸던 빗물이 올라가고 있어 잊었던 기억이 돌아오고 있어 도로 위에 차들이 반대로 달리고 온 세상의 모든 게 다 거꾸로 움직여 지금 나는 계속 반대로 뒷걸음질 치며 그날의 너에게 돌아가고 있어 운명 같은 만남 너무 아픈 결말 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 되니까 한 장씩 한 장씩 뒤로 넘겨 지며 아팠던 일기가 지워지고 있어 가루 낸 사진이 모여들고 있어 버렸던 미련이 돌아오고 있어 삼켰던 내 눈물이 다시 뱉어지고 뱉었던 그 모진 말은 다시 삼켜지고 지금 나는 계속 반대로 뒷걸음질 치며 그날의 너에게 돌아가고 있어 운명 같은 만남 너무 아픈 결말 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 돼 여기야 우리가 이별한 그 슬픈 페이지 내 앞에서 니가 서서 울고 있어 너에게 묻고 싶어 너만 괜찮다면 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 되니까,"26,747",2016,Han Dong Geun,Making a new ending for this story,E♭ Major,5B,134.0,4:22,42.0,46.0,56.0,25.0,37.0,0.0,12.0,4.0,-6 dB,2016
6,지코 (ZICO) 너는 나 나는 너,너는 나 나는 너,지코 (ZICO),R&B/Soul,넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 girl 뺨 한 대만 때려줘 며칠 사이 내게 무슨 일이 벌어진 건지 전 여친 번호 지우고 힙합만 듣던 난 어쿠스틱해졌어 tell me what you want from me 가장 예쁠 나이엔 실컷 사랑해봐야 돼 eh 네 사연 속에 나오는 쓰레기 걔랑은 비교도 안되게 내가 잘할게 왜냐면 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 친구들이 말해 좋을 때야 난 딱히 걱정 없고 하도 좋아서 문제야 이거 봐 욕도 줄이고 있고 바지도 올려 입고 아무한테나 미소 안 보이고 있어 거울 그만 봐 고칠 데가 어디 있어 민낯일 때 제일 이뻐 이 장면 우리 엄마 보면 기절할 노릇일 걸 더 이상의 표현은 아낄게 사실 너 이름만 옮겨 적으면 그만인데 I believe in destiny 사주나 타로 카드에 점쳐질 만남은 안 해 yeah 집착 쩌는 네 전 남친이 집 근처도 얼씬 못하게 내가 잘할게 왜냐면 Because 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 밤새 쪽쪽 거리다가 누추한 모습으로 함께 아침을 맞아 good morning 새삼스럽게 넌 심각하게 예뻐 그 입 당장 가져와 Mwah 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 Let me talk to you yeah I am you you are me I am you you are me,"164,970",2016,ZICO,"I Am You, You Are Me",A Minor,8A,97.0,3:33,47.0,62.0,77.0,70.0,32.0,0.0,30.0,5.0,-7 dB,2016
7,거미 (GUMMY) You Are My Everything,You Are My Everything,거미 (GUMMY),"발라드, 국내드라마",처음부터 그대였죠 나에게 다가올 한 사람 단 한 번의 스침에도 내 눈빛이 말을 하죠 바람처럼 스쳐가는 인연이 아니길 바래요 바보처럼 먼저 말하지 못했죠 할 수가 없었죠 You Are My Everything 별처럼 쏟아지는 운명에 그대라는 사람을 만나고 멈춰버린 내 가슴속에 단 하나의 사랑 You Are My Everything 안갯속에 피어나는 하얗게 물들은 그대 모습 한순간에 내게 심장이 멈출 듯 다가와 버렸죠 You Are My Everything 별처럼 쏟아지는 운명에 그대라는 사람을 만나고 멈춰버린 내 가슴속에 단 하나의 사랑 You Are My Everything 시작도 못 했던 나의 사랑을 이제는 말할 수 있죠 누구도 가질 수 없는 기적인데 You Are My Everything 뜨거운 내 사랑은 그댄 걸 계절이 변해도 난 이곳에 멈춰버린 내 가슴속에 단 하나의 사랑 You Are My Everything,"53,910",2016,GUMMY,You Are My Everything,F# Major,2B,131.0,4:01,65.0,50.0,34.0,10.0,67.0,0.0,12.0,4.0,-5 dB,2016
8,TWICE (트와이스) OOH-AHH하게,OOH-AHH하게,TWICE (트와이스),댄스,모두 나를 가지고 매일 가만 안 두죠 내가 너무 예쁘죠 나 때문에 다 힘들죠 어딜 걷고 있어도 빨간 바닥인거죠 Red carpet 같은 기분 모두 날 쳐다 보죠 oh 어떤 사람은 어머님이 누구냐고 신선하게 말 걸어도 아무 느낌이 안 들죠 하지만 나도 누군가 하고 사랑에 빠져보고 싶어 Baby 잘 들어요 내 Boy 단 한번도 느껴본 적 없는 걸 알게 해주는 사람 기다리고 있는 걸 얼마가 돼도 기다리고 싶어 I just wanna fall in love 어떻게 내가 움직일 수 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 Huh OOH AHH하게 어떻게 이제 더 할말이 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 Bla La La La 말만하지 말고 느껴지게 Huh OOH AHH하게 날 봐 거봐 또 두 번 봐 한번 지나치고 등을 돌려 쳐다봐 TWICE 어딜 가더라도 항상 민 낯 하지만 내가 제일 빛나 낮은 신발 신어도 가치는 High 머릿속엔 늘 영화 속 같은 La La La 장면들이 지나가네 생각만해도 떨리네 Yeah 이제는 나도 누군가 하고 사랑에 빠져 보고 싶어 Baby 잘 들어요 내 Boy 단 한번도 느껴본 적 없는 걸 알게 해주는 사람 기다리고 있는 걸 얼마가 돼도 기다리고 싶어 I just wanna fall in love 어떻게 내가 움직일 수 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 Huh OOH AHH하게 어떻게 이제 더 할말이 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 Bla La La La 말만하지 말고 느껴지게 Huh OOH AHH하게 아무하고 만나 시작하기 싫어 쉽지 않은 여자 그게 나인걸 Let me see How you gon treat me I ain't no easy Better think about it TWICE Let me see How you gon treat me I ain't no easy Better think about it TWICE 어떻게 내가 움직일 수 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 Huh OOH AHH하게 어떻게 이제 더 할말이 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 Bla La La La 말만하지 말고 느껴지게 Huh OOH AHH하게 OOH AHH하게,"172,688",2016,TWICE,Like Ooh-Ahh,F# Major,2B,142.0,3:35,67.0,88.0,72.0,69.0,24.0,0.0,38.0,8.0,-1 dB,2016
9,이적 걱정말아요 그대,걱정말아요 그대,이적,"발라드, 국내드라마",그대여 아무 걱정 하지 말아요 우리 함께 노래 합시다 그대 아픈 기억들 모두 그대여 그대 가슴에 깊이 묻어 버리고 지나간 것은 지나간 대로 그런 의미가 있죠 떠난 이에게 노래 하세요 후회없이 사랑했노라 말해요 그대는 너무 힘든 일이 많았죠 새로움을 잃어 버렸죠 그대 슬픈 얘기들 모두 그대여 그대 탓으로 훌훌 털어 버리고 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 새로운 꿈을 꾸겠다 말해요,"42,407",2016,Lee Juck,Don't worry,A Major,11B,138.0,3:52,52.0,32.0,51.0,18.0,84.0,0.0,15.0,3.0,-7 dB,2016
